"id","Vadd"
1,-0.224640700034797
2,-0.1074757152237
3,0.80314102768898
4,0.752864487934858
5,-0.951500778086483
6,-0.417788282036781
7,-0.573548880405724
8,0.24961472582072
9,-0.283104542642832
10,-0.416940121911466
11,0.88068890478462
12,-0.905334985814989
13,0.604193728882819
14,-0.407840460538864
15,-0.427551436703652
16,-0.702270720154047
17,0.174249405506998
18,-0.431409620214254
19,0.38461710838601
20,0.223264566157013
21,0.263528130948544
22,-0.339403575286269
23,-0.962432679720223
24,0.263127913698554
25,0.869103415403515
26,0.0155304507352412
27,-0.594562290702015
28,0.256977830547839
29,0.221473475452513
30,0.817356343846768
31,-0.409165225923061
32,-0.472762326244265
33,-0.162499500438571
34,0.511612568516284
35,0.0850848713889718
36,0.755972146056592
37,-0.497052864637226
38,-0.541490338742733
39,0.66887733200565
40,0.248613295610994
41,0.656220262404531
42,0.39595899451524
43,-0.122815538197756
44,-0.967716309241951
45,0.822109658271074
46,0.0150166717357934
47,0.626783637329936
48,0.784862162545323
49,-0.0979201849550009
50,0.53676437260583
51,0.0343852071091533
52,0.0965140154585242
53,-0.283553068060428
54,-0.960116007830948
55,0.326282198540866
56,-0.859222047496587
57,-0.184991620015353
58,0.704304683953524
59,-0.0760568929836154
60,-0.689966454170644
61,0.858779044821858
62,-0.526784047484398
63,0.89209617394954
64,-0.802320631220937
65,0.901089701335877
66,-0.998185929376632
67,0.536131556145847
68,0.643095621373504
69,-0.853647899348289
70,0.99263253621757
71,0.433064680080861
72,0.575434298720211
73,0.303348004352301
74,-0.993437494616956
75,-0.509485500399023
76,-0.247068046592176
77,-0.140142827294767
78,-0.33670493401587
79,0.211524531710893
80,-0.805629510898143
81,0.872299381997436
82,0.9724987950176
83,-0.772883323952556
84,0.704574057366699
85,0.371310221496969
86,-0.437705090269446
87,0.01210070354864
88,-0.240194171667099
89,0.93396057933569
90,-0.031113663688302
91,0.487144733313471
92,0.978777560871094
93,-0.399233715608716
94,-0.651487169321626
95,0.201690930407494
96,-0.736137704458088
97,0.519912296906114
98,-0.245085541158915
99,0.261102723423392
100,-0.969944667536765
101,-0.566379269119352
102,0.2564128912054
103,-0.38301291782409
104,-0.625302215572447
105,-0.904624835122377
106,0.0837391968816519
107,0.620205673854798
108,-0.55520139541477
109,0.128481079358608
110,-0.517011489253491
111,-0.787092493381351
112,0.199944790452719
113,-0.773872157093138
114,0.402633677236736
115,-0.687441673129797
116,0.0803843280300498
117,-0.284360502380878
118,-0.879473981447518
119,0.793821395840496
120,-0.932260402943939
121,0.426863980479538
122,0.224369984120131
123,0.921284231357276
124,-0.314382134471089
125,-0.698440418113023
126,-0.634886572137475
127,-0.177496170159429
128,-0.36944212205708
129,-0.476715037599206
130,-0.105299588758498
131,-0.548808404710144
132,-0.0989317740313709
133,-0.209225573576987
134,-0.367262860760093
135,0.795806850772351
136,-0.895635093096644
137,-0.18600049847737
138,0.857384435366839
139,0.102841835469007
140,-0.9855866888538
141,-0.352275429293513
142,-0.175833365879953
143,-0.154601647518575
144,0.12460621772334
145,-0.920188534073532
146,0.0250885067507625
147,0.56347146211192
148,0.652425592299551
149,-0.187775205355138
150,0.493660660926253
151,-0.34002286568284
152,0.801080639008433
153,-0.0850840900093317
154,-0.763501856010407
155,-0.364624183159322
156,0.886650358326733
157,-0.733855407685041
158,-0.860358752310276
159,-0.819192027207464
160,-0.0629921085201204
161,-0.857912863139063
162,-0.654675524216145
163,0.686130879912525
164,-0.801425908692181
165,-0.939614363014698
166,0.213661132846028
167,-0.836054125800729
168,-0.439499641768634
169,-0.500219201203436
170,0.0411986368708313
171,0.719440176151693
172,-0.438014204148203
173,-0.632455656304955
174,0.67492316570133
175,0.816870445385575
176,0.949492970481515
177,0.902734678704292
178,0.575998797547072
179,0.523914339020848
180,0.0366319692693651
181,-0.253235701005906
182,0.43571196962148
183,0.771954935975373
184,0.73547472897917
185,0.369044696912169
186,0.300510524306446
187,-0.687791861593723
188,0.703794033266604
189,-0.207193444482982
190,-0.142801412846893
191,0.822618864942342
192,0.880942151881754
193,0.0518935676664114
194,-0.929503969848156
195,0.0168206635862589
196,0.0890382677316666
197,0.0908538280054927
198,0.118404395412654
199,-0.154192123562098
200,-0.091084451880306
201,0.0498627279885113
202,0.307597293052822
203,-0.504603179637343
204,0.30883702961728
205,-0.361002920661122
206,-0.669320554938167
207,0.883197339717299
208,0.830982839222997
209,-0.963796049822122
210,0.400390197522938
211,-0.895260802470148
212,-0.0144767351448536
213,-0.0919820079579949
214,0.200181720778346
215,0.208315233234316
216,0.464773898012936
217,-0.472261568065733
218,0.6906220135279
219,0.657415998633951
220,-0.516388536430895
221,0.685976130887866
222,0.938481446355581
223,0.816031817812473
224,-0.883951565250754
225,-0.0226886803284287
226,-0.776865052990615
227,-0.876111051999032
228,0.193090709857643
229,0.471970358863473
230,-0.482083100825548
231,0.667533394880593
232,-0.746285765431821
233,0.395528873894364
234,0.551791889127344
235,0.726125741377473
236,0.625976441428065
237,-0.256348033901304
238,0.0572795015759766
239,0.476061811205
240,-0.0368875726126134
241,0.0956831038929522
242,-0.74690031632781
243,0.813350928481668
244,-0.646388045977801
245,0.214645333588123
246,0.707858974579722
247,0.166829766239971
248,0.0359086049720645
249,-0.98613711213693
250,-0.0567891099490225
251,-0.247858757618815
252,0.536853178404272
253,-0.831161928828806
254,-0.947486947756261
255,-0.5249850791879
256,-0.557571001816541
257,-0.0790049936622381
258,0.186562119517475
259,0.75393242854625
260,0.461861946154386
261,-0.396793289110065
262,-0.946412446908653
263,-0.750320367515087
264,0.680466106161475
265,-0.305420560762286
266,0.637311328202486
267,-0.357271789107472
268,-0.729594805743545
269,0.393014111556113
270,0.00720805209130049
271,-0.0296588530763984
272,0.97662440687418
273,0.768646088894457
274,-0.777831476647407
275,0.225278327707201
276,-0.823712464421988
277,0.842441855464131
278,0.615806276444346
279,-0.942645320668817
280,-0.817854476626962
281,0.300802074372768
282,-0.724814185407013
283,-0.627865756396204
